"","X","stratum.id","LE_white_lcl","LE_white_med","LE_white_ucl","LE_white_mean","LE_black_lcl","LE_black_med","LE_black_ucl","LE_black_mean","LE_wbgap_lcl","LE_wbgap_med","LE_wbgap_ucl","LE_wbgap_mean","state","year","sex","Census_Region","Census_Division","stabbrs"
"1023",33,"Iowa.1985.Female",80.0862448067927,80.2318978634601,80.3710974316348,80.229351784015,73.2547097768888,74.1635904189632,75.243759811155,74.1876626772635,4.99455067566342,6.06781046662672,7.02990122511871,6.04168910675152,"Iowa",1985,"Female","Midwest","West North Central","IA"
"1024",34,"Iowa.1985.Male",72.8602575915265,72.9997642276235,73.1547849544228,73.0050689621953,65.9868280573975,67.087761936069,68.165135483114,67.0961747207664,4.82829755889163,5.90188890217859,7.03915455160506,5.90889424142889,"Iowa",1985,"Male","Midwest","West North Central","IA"
"1025",35,"Iowa.1986.Female",80.226472487339,80.375089524569,80.5260714866648,80.373843176002,73.3584829258569,74.3011768256635,75.3104467469851,74.3003147944488,5.05821713566912,6.0774178431332,7.02545290246793,6.07352838155321,"Iowa",1986,"Female","Midwest","West North Central","IA"
"1026",36,"Iowa.1986.Male",73.1149152889735,73.2706214341016,73.4177201960262,73.2705700573382,66.3020164690662,67.3174730057244,68.3580559813354,67.3285560453707,4.89036347822222,5.95765490175229,6.90857920237932,5.94201401196753,"Iowa",1986,"Male","Midwest","West North Central","IA"
"1027",37,"Iowa.1987.Female",80.3504008309261,80.4989721355306,80.6472213254297,80.4972466266872,73.5199726060509,74.4707663607886,75.4713277948474,74.4648421419649,5.00391219524207,6.03213229854457,6.99147623780263,6.03240448472231,"Iowa",1987,"Female","Midwest","West North Central","IA"
"1028",38,"Iowa.1987.Male",73.1847137467405,73.3416412425902,73.4889244161186,73.341526195668,66.5745322312262,67.5582591414987,68.616173917526,67.5675896305299,4.70847308105879,5.78016925934165,6.78422369245313,5.77393656513815,"Iowa",1987,"Male","Midwest","West North Central","IA"
"1029",39,"Iowa.1988.Female",80.3317912196335,80.4754068407175,80.6201879015245,80.4767466146421,73.7354814965639,74.666060369017,75.6639890025803,74.6665399249138,4.81702513074059,5.81547949600561,6.71915356327797,5.81020668972823,"Iowa",1988,"Female","Midwest","West North Central","IA"
"1030",40,"Iowa.1988.Male",73.3095081847075,73.4700268728348,73.6106544506729,73.4658012416495,66.655623239678,67.6839841467151,68.6648649488719,67.6671503048252,4.79699810544746,5.77951509969034,6.8145546021573,5.79865093682425,"Iowa",1988,"Male","Midwest","West North Central","IA"
"1031",41,"Iowa.1989.Female",80.4862895827855,80.6350329379321,80.7698698067989,80.6331019825852,73.7953257379333,74.7262314468085,75.709507699606,74.7352826088369,4.91024301553335,5.89967673487369,6.85610296049883,5.89781937374835,"Iowa",1989,"Female","Midwest","West North Central","IA"
"1032",42,"Iowa.1989.Male",73.6619215013216,73.8054581568823,73.9622164769421,73.806765034659,66.7759690762187,67.7544650457956,68.7920088215368,67.7573905442522,5.0014010264502,6.05760168280936,7.05565294234916,6.04937449040681,"Iowa",1989,"Male","Midwest","West North Central","IA"
"1033",43,"Iowa.1990.Female",80.6944286628366,80.8426808967767,80.9801571650741,80.8414019344982,73.8017884798323,74.6752740392776,75.6133251694596,74.6796217115412,5.21415591015633,6.16122914383013,7.05075314692388,6.16178022295695,"Iowa",1990,"Female","Midwest","West North Central","IA"
"1034",44,"Iowa.1990.Male",73.8421476677245,73.9928942477697,74.1431031792471,73.9942311374913,66.906867776302,67.8139394173882,68.8731490554891,67.8378302611174,5.1042194493546,6.17705804033571,7.10922417721485,6.15640087637387,"Iowa",1990,"Male","Midwest","West North Central","IA"
"1035",45,"Iowa.1991.Female",80.7497366897757,80.8939102754241,81.039127902933,80.8935513322251,73.7725626090686,74.6638228783322,75.578890737017,74.6573661540686,5.28121014396036,6.23021322812433,7.14090988580115,6.23618517815651,"Iowa",1991,"Female","Midwest","West North Central","IA"
"1036",46,"Iowa.1991.Male",74.0233944064017,74.1690342235595,74.3222291353184,74.1706703711627,66.8956886272605,67.8401713146536,68.9533361246262,67.8568736155887,5.24339070524871,6.33929548703416,7.2797088962628,6.31379675557397,"Iowa",1991,"Male","Midwest","West North Central","IA"
"1037",47,"Iowa.1992.Female",80.9723806892408,81.1103446387306,81.2611116249262,81.1126995087622,73.8441539227119,74.7578262426699,75.7494782675168,74.7724470800132,5.33857394842949,6.35566591852142,7.29366570189904,6.34025242874901,"Iowa",1992,"Female","Midwest","West North Central","IA"
"1038",48,"Iowa.1992.Male",74.2752988794826,74.4169292195418,74.5636530941083,74.4166282222778,67.0992759395593,67.9934305617955,69.085992853503,68.005968986247,5.33641040126246,6.42231423741612,7.31927881454344,6.41065923603076,"Iowa",1992,"Male","Midwest","West North Central","IA"
"1039",49,"Iowa.1993.Female",80.7066827806198,80.8451467128737,80.998958360277,80.8440694901938,73.8916581180089,74.7577672872323,75.7890086140711,74.7860957057055,5.05986307592703,6.08107256235245,7.00105764201258,6.05797378448826,"Iowa",1993,"Female","Midwest","West North Central","IA"
"1040",50,"Iowa.1993.Male",74.3191927211914,74.4536114027158,74.5976237711254,74.4556310825037,67.2268313273953,68.0893448687451,69.1527301373589,68.1092807825466,5.26944709185933,6.36394346317761,7.22082969661331,6.34635029995709,"Iowa",1993,"Male","Midwest","West North Central","IA"
"1041",51,"Iowa.1994.Female",80.879505451453,81.0429758183442,81.1920332107534,81.0423109783894,73.8471297131112,74.6723835068505,75.7031077360719,74.6984844421406,5.34154533486678,6.36290082162042,7.24679767038937,6.34382653624877,"Iowa",1994,"Female","Midwest","West North Central","IA"
"1042",52,"Iowa.1994.Male",74.4259453122925,74.5667718989741,74.7090470751466,74.568290265424,67.3892497017174,68.2614535892685,69.319614451272,68.2796725934462,5.21852096933446,6.30316604558777,7.18466646169464,6.28861767197777,"Iowa",1994,"Male","Midwest","West North Central","IA"
"1043",53,"Iowa.1995.Female",80.8253911763112,80.9731228462301,81.1082659870315,80.9701069528127,73.8773780169427,74.7281743630867,75.7443733931436,74.7407961343659,5.20545058834155,6.24068870277035,7.09328362867875,6.22931081844679,"Iowa",1995,"Female","Midwest","West North Central","IA"
"1044",54,"Iowa.1995.Male",74.6301283357089,74.7928337182495,74.9331752014258,74.7935898821063,67.6044816283894,68.5071236568304,69.5520369097908,68.5145721901017,5.22819602853054,6.29398647281017,7.15152987215313,6.27901769200463,"Iowa",1995,"Male","Midwest","West North Central","IA"
"1045",55,"Iowa.1996.Female",80.8840872160633,81.0251030155872,81.172346233853,81.0257855424758,73.9540192238159,74.853704592827,75.9220251958874,74.8859108903928,5.10002855173202,6.16105179293542,7.04983326999844,6.13987465208304,"Iowa",1996,"Female","Midwest","West North Central","IA"
"1046",56,"Iowa.1996.Male",74.9044562798949,75.0588969821095,75.2164977633043,75.060060409298,68.024338608565,68.9093299584796,69.9023920611345,68.934605705589,5.11951505304351,6.1481564885775,7.01889188828284,6.125454703709,"Iowa",1996,"Male","Midwest","West North Central","IA"
"1047",57,"Iowa.1997.Female",81.0205497479777,81.1746010839143,81.3156253923069,81.1703344294008,74.1333747298725,75.0386539007528,76.0685754420218,75.0423992504969,5.12739275791563,6.13792947528268,7.02231271984248,6.12793517890391,"Iowa",1997,"Female","Midwest","West North Central","IA"
"1048",58,"Iowa.1997.Male",75.0676786219717,75.2082874328216,75.3518569245455,75.2094209888424,68.4040494172454,69.3391998435623,70.3398783092911,69.3579596498222,4.88009638338207,5.86925751794463,6.79526578689692,5.85146133902021,"Iowa",1997,"Male","Midwest","West North Central","IA"
"1049",59,"Iowa.1998.Female",80.9327718176118,81.0650932554841,81.2014227794961,81.0641481008012,74.2471422514676,75.2275602278721,76.2189382913309,75.2172729547938,4.83702352042667,5.84621631887578,6.84685893042082,5.84687514600749,"Iowa",1998,"Female","Midwest","West North Central","IA"
"1050",60,"Iowa.1998.Male",75.2484164909839,75.3938577508405,75.5430419583065,75.3948478586749,68.7434785028134,69.6716063648929,70.688009184527,69.7009274133168,4.73414868105942,5.70786075462215,6.66289309151211,5.69392044535806,"Iowa",1998,"Male","Midwest","West North Central","IA"
"1051",61,"Iowa.1999.Female",80.919856709912,81.0529198812437,81.1907694898239,81.0548453516818,74.4590090727355,75.4221770410731,76.5071659335906,75.4451614192505,4.54732709810941,5.6321684900413,6.58248790588526,5.6096839324314,"Iowa",1999,"Female","Midwest","West North Central","IA"
"1052",62,"Iowa.1999.Male",75.497098309744,75.6410494776869,75.7742501195202,75.6368402890721,69.1438431336162,70.0768684964023,71.0365685400585,70.05814686583,4.59907258386123,5.58034718947503,6.52683245695896,5.57869342324207,"Iowa",1999,"Male","Midwest","West North Central","IA"
"1053",63,"Iowa.2000.Female",81.047125456363,81.180055414793,81.3311016984402,81.181710419583,74.6430372260141,75.6167781155311,76.6850532387725,75.6368119283986,4.48663207642209,5.558355500293,6.56690104045602,5.54489849118441,"Iowa",2000,"Female","Midwest","West North Central","IA"
"1054",64,"Iowa.2000.Male",75.6943984423919,75.8356023350966,75.9752217055162,75.8345394648273,69.4024495567526,70.3356942345862,71.3298826140924,70.3369453021125,4.54787183906578,5.49797181858241,6.42356757153926,5.49759416271484,"Iowa",2000,"Male","Midwest","West North Central","IA"
"1055",65,"Iowa.2001.Female",81.1459005592586,81.283468845932,81.4229685618516,81.2819670169333,74.9159555110418,75.8000888438455,76.882693749521,75.8192170796703,4.38826671381327,5.48412980676698,6.38019664497472,5.46274993726305,"Iowa",2001,"Female","Midwest","West North Central","IA"
"1056",66,"Iowa.2001.Male",75.9150895653288,76.0582023946029,76.1848014863019,76.05640418578,69.6853907959431,70.5697020907956,71.5867898917247,70.5754444300504,4.45368087164737,5.47872612788019,6.38691999704296,5.48095975572967,"Iowa",2001,"Male","Midwest","West North Central","IA"
"1057",67,"Iowa.2002.Female",81.1683064950716,81.300518969471,81.4260475351033,81.3006026020739,75.0414679087702,76.0000386010449,76.9769219454928,75.9957913175119,4.33730475378158,5.3041420410332,6.27487460240066,5.30481128456194,"Iowa",2002,"Female","Midwest","West North Central","IA"
"1058",68,"Iowa.2002.Male",76.0474620474102,76.1819100227904,76.3283255791192,76.183394810552,69.9807851785675,70.9777290037104,71.8719549090784,70.962081460651,4.27547345935263,5.21488269166188,6.18234110671627,5.22131334990096,"Iowa",2002,"Male","Midwest","West North Central","IA"
"1059",69,"Iowa.2003.Female",81.2870091838812,81.4189872678305,81.5505984289463,81.4188381936687,75.2870266837586,76.21901288529,77.1459352970127,76.2190681609805,4.24044951879175,5.19751208010099,6.12825111287658,5.19977003268814,"Iowa",2003,"Female","Midwest","West North Central","IA"
"1060",70,"Iowa.2003.Male",76.2328916405093,76.3714344291652,76.5123082975042,76.3716926224696,70.3748352488126,71.3544107255506,72.3144115058454,71.3545590109821,4.07083236199268,5.0126321799403,5.99416802276946,5.01713361148753,"Iowa",2003,"Male","Midwest","West North Central","IA"
"1061",71,"Iowa.2004.Female",81.5774917364363,81.7213839155905,81.8618556014627,81.7203154317539,75.4490513408441,76.4126961559859,77.368366854312,76.3989790423478,4.3317799767153,5.31780168309555,6.30705131607167,5.32133638940615,"Iowa",2004,"Female","Midwest","West North Central","IA"
"1062",72,"Iowa.2004.Male",76.4726056623853,76.6132352604364,76.7537783094836,76.6141995617105,70.6495692279796,71.6646520642054,72.6937766378699,71.6718718661403,3.89145218636526,4.94167609782696,5.96738025620932,4.94232769557016,"Iowa",2004,"Male","Midwest","West North Central","IA"
"1063",73,"Iowa.2005.Female",81.5026283015506,81.6394258805418,81.7794942373678,81.6418564591485,75.7685681724467,76.7127564013377,77.6552249297763,76.7083047554357,3.96848658561484,4.93219809720223,5.8906265509991,4.93355170371284,"Iowa",2005,"Female","Midwest","West North Central","IA"
"1064",74,"Iowa.2005.Male",76.5482884412994,76.6797696062948,76.8207356513967,76.6840587026524,70.9894627038975,71.9860215286864,73.0005036550714,71.9980325435522,3.68132063769007,4.69323179250655,5.68208098097712,4.6860261591002,"Iowa",2005,"Male","Midwest","West North Central","IA"
"1065",75,"Iowa.2006.Female",81.6020497780726,81.7443592348679,81.8828904628211,81.7451722411894,75.9571795087166,76.8884820980251,77.8277106278699,76.8949842398814,3.91265984379357,4.84830826100875,5.80827728135037,4.85018800130798,"Iowa",2006,"Female","Midwest","West North Central","IA"
"1066",76,"Iowa.2006.Male",76.7987453802937,76.9387680022785,77.0801386998227,76.9362516878579,71.30523951301,72.2303713081581,73.3291448140022,72.2461567286496,3.61032684022758,4.70745790484059,5.62352804528123,4.69009495920835,"Iowa",2006,"Male","Midwest","West North Central","IA"
"1067",77,"Iowa.2007.Female",81.7429606360544,81.8822837681524,82.0258117886837,81.883566852965,76.0845166138215,77.0178415478873,77.9339605820785,77.0182228687595,3.94966706840352,4.87673508358291,5.84232348001552,4.86534398420546,"Iowa",2007,"Female","Midwest","West North Central","IA"
"1068",78,"Iowa.2007.Male",76.9206705529809,77.0572960081936,77.19494865597,77.056475765456,71.4961038066593,72.4705913489896,73.6231823408101,72.4848577245737,3.43939062209015,4.58588584673745,5.56610251390269,4.57161804088232,"Iowa",2007,"Male","Midwest","West North Central","IA"
"1069",79,"Iowa.2008.Female",81.5686365049962,81.703273350438,81.8375125437012,81.7031344756236,76.116686670104,77.0818347365349,78.0283239959502,77.084105673795,3.6451623112434,4.62039159477891,5.58279077582028,4.61902880182857,"Iowa",2008,"Female","Midwest","West North Central","IA"
"1070",80,"Iowa.2008.Male",76.865691543386,77.0125512001339,77.1536378484127,77.0111868089583,71.6648022640323,72.6508469000127,73.8439905033018,72.6709820133716,3.15663630238973,4.35596130435808,5.385945925607,4.34020479558664,"Iowa",2008,"Male","Midwest","West North Central","IA"
"1071",81,"Iowa.2009.Female",81.8141839041496,81.951074461746,82.0952330533553,81.9514477288371,76.245684317107,77.186739472058,78.1447222087019,77.1845869321149,3.76412837185755,4.76975748145831,5.73732803618099,4.76686079672215,"Iowa",2009,"Female","Midwest","West North Central","IA"
"1072",82,"Iowa.2009.Male",77.0563204108916,77.1953869614191,77.3436351230412,77.1990911910774,71.788173380722,72.7701287473315,73.9443467689865,72.8003578055897,3.21477266077605,4.42565728439681,5.42958723176509,4.39873338548777,"Iowa",2009,"Male","Midwest","West North Central","IA"
"1073",83,"Iowa.2010.Female",81.8745416091512,82.0390958651848,82.1913843726271,82.0396996131966,76.1806330285304,77.1537374388,78.109367130817,77.1407414623714,3.92419060508315,4.88251956648577,5.90020143910956,4.89895815082516,"Iowa",2010,"Female","Midwest","West North Central","IA"
"1074",84,"Iowa.2010.Male",77.1319372370276,77.2752612160926,77.4166190141231,77.2745851007735,71.8836367340883,72.8597333258819,74.1354995875408,72.8964433658118,3.11353938900433,4.41295924294732,5.40474727692752,4.37814173496164,"Iowa",2010,"Male","Midwest","West North Central","IA"
"1075",85,"Iowa.2011.Female",81.8670281805925,82.0100738682107,82.148623682496,82.01030506501,76.0815715763767,77.1037230677661,78.1122034989202,77.0878309084049,3.8691293547767,4.91190756259288,5.96504518970917,4.92247415660513,"Iowa",2011,"Female","Midwest","West North Central","IA"
"1076",86,"Iowa.2011.Male",77.1915858024012,77.3356282917303,77.4789145968162,77.3345623995629,71.9930569064805,72.9082208827489,74.2313523503507,72.9862968865517,3.03272893451778,4.42357639529095,5.36380798856278,4.34826551301117,"Iowa",2011,"Male","Midwest","West North Central","IA"
"1077",87,"Iowa.2012.Female",81.8810608850213,82.0327216307476,82.1767857681133,82.0333139306215,75.8557346356214,76.977165264945,78.0993755985108,76.9678014867622,3.89901904645766,5.04455598495106,6.20038380712132,5.06551244385931,"Iowa",2012,"Female","Midwest","West North Central","IA"
"1078",88,"Iowa.2012.Male",77.1837775035179,77.3406009724127,77.4955695264711,77.3409760995876,71.9155455847015,72.9493878796126,74.3165429556954,73.0029232014625,3.05590084399532,4.39424372902695,5.43260045053786,4.33805289812504,"Iowa",2012,"Male","Midwest","West North Central","IA"
"1079",89,"Iowa.2013.Female",81.8895317314079,82.0585622443344,82.2212802122953,82.0587533557163,75.7041258947691,76.8556039583503,77.9745747351872,76.8462089272984,4.08605962494388,5.20547934676309,6.35330200954727,5.21254442841783,"Iowa",2013,"Female","Midwest","West North Central","IA"
"1080",90,"Iowa.2013.Male",77.1104790158096,77.2856587931534,77.4514087764901,77.2842502085864,71.8761089555428,72.9667129874778,74.3850845453047,73.0002165763591,2.92732966348144,4.30306179822335,5.44401325563283,4.28403363222736,"Iowa",2013,"Male","Midwest","West North Central","IA"
"1081",1,"Kansas.1969.Female",76.7036903746407,76.9162887759182,77.1214682918861,76.913369692018,69.7374237247141,70.5865490671424,71.4196374822565,70.5924514376354,5.45306795298072,6.3259822797644,7.22485790866061,6.32091825438261,"Kansas",1969,"Female","Midwest","West North Central","KS"
"1082",2,"Kansas.1969.Male",68.9262375138004,69.1502383869952,69.3638499327573,69.1464357259837,62.1386805348821,63.1936862683167,64.1392172440787,63.1833520026886,4.99330459989248,5.95443824736127,6.98969462618165,5.96308372329509,"Kansas",1969,"Male","Midwest","West North Central","KS"
"1083",3,"Kansas.1970.Female",77.0454941980698,77.2342087105446,77.4253046093867,77.2339443168903,70.0201139877127,70.8126952247539,71.558261777803,70.8026359037821,5.68868607705239,6.41633821176105,7.20636287610611,6.43130841310812,"Kansas",1970,"Female","Midwest","West North Central","KS"
"1084",4,"Kansas.1970.Male",69.2011447309106,69.388682084627,69.5867545150257,69.3930813424487,62.4887350987747,63.4263874648568,64.3398691899117,63.4290999575227,5.03362936013152,5.97498169961277,6.90013309679762,5.963981384926,"Kansas",1970,"Male","Midwest","West North Central","KS"
"1085",5,"Kansas.1971.Female",77.1658892628631,77.3333656181665,77.5125088355285,77.3333228182634,70.327008067084,71.0697196965048,71.7786324333349,71.0571434472392,5.56622047932773,6.26414740647425,7.02660769369348,6.27617937102418,"Kansas",1971,"Female","Midwest","West North Central","KS"
"1086",6,"Kansas.1971.Male",69.3633333326445,69.5444130267621,69.7314633771569,69.5439661042659,62.8062273267328,63.6534842838055,64.505361512998,63.6495192634959,5.05498725852702,5.87938374509107,6.78522980508749,5.89444684076999,"Kansas",1971,"Male","Midwest","West North Central","KS"
"1087",7,"Kansas.1972.Female",77.3510144821498,77.5266210038427,77.703586810755,77.5236587409539,70.3611055866896,71.1257104813199,71.8219762964059,71.1315174061798,5.66685167795714,6.39420494357392,7.16589135013557,6.3921413347741,"Kansas",1972,"Female","Midwest","West North Central","KS"
"1088",8,"Kansas.1972.Male",69.4998701350508,69.6824749661082,69.852113049974,69.6790880992326,63.0588245085755,63.9094139098893,64.7202994639585,63.903151511915,4.95523755097625,5.76758505061613,6.64204168123787,5.77593658731754,"Kansas",1972,"Male","Midwest","West North Central","KS"
"1089",9,"Kansas.1973.Female",77.4746256757404,77.6550045841069,77.8261430731079,77.6545088976877,70.5953165347095,71.2642468185322,71.9770794791566,71.271638766276,5.67073622007707,6.38574780592231,7.10648743755995,6.38287013141176,"Kansas",1973,"Female","Midwest","West North Central","KS"
"1090",10,"Kansas.1973.Male",69.6557339885701,69.8510382378211,70.0157359754081,69.8472339972061,63.4605038652169,64.2312613454532,64.947098357984,64.2234652701529,4.85845435332922,5.62265250218866,6.41365406063872,5.62376872705314,"Kansas",1973,"Male","Midwest","West North Central","KS"
"1091",11,"Kansas.1974.Female",77.8409822758653,78.0326363327958,78.2209968713988,78.0317474203249,70.8141949624283,71.4486797614081,72.1456050974059,71.4610853396374,5.86197109901627,6.57063152502505,7.23111534879524,6.57066208068744,"Kansas",1974,"Female","Midwest","West North Central","KS"
"1092",12,"Kansas.1974.Male",69.9506324786844,70.1285877205382,70.3080985658154,70.1270429523239,63.8000802185133,64.5580882973525,65.2866380663575,64.5525811499655,4.81381561283087,5.56787789417579,6.34438674744692,5.57446180235846,"Kansas",1974,"Male","Midwest","West North Central","KS"
"1093",13,"Kansas.1975.Female",78.1890411903284,78.3530795558704,78.5463617729679,78.3547234778993,71.1832163258233,71.7930977055797,72.468182966413,71.8000678075128,5.85593881809731,6.55739108684237,7.21292998165088,6.55465567038651,"Kansas",1975,"Female","Midwest","West North Central","KS"
"1094",14,"Kansas.1975.Male",70.407310154761,70.5883914505247,70.7593823911566,70.5856802621308,64.0372722213812,64.7387467314026,65.4842770752512,64.7492710303574,5.06960408376367,5.83480769879235,6.57149679895918,5.83640923177344,"Kansas",1975,"Male","Midwest","West North Central","KS"
"1095",15,"Kansas.1976.Female",78.2917658852543,78.4815384635023,78.6353009962677,78.4783172485455,71.2615305111666,71.9202340963564,72.5795838115108,71.9092527349287,5.89828664831292,6.56202303852952,7.24449603517395,6.56906451361676,"Kansas",1976,"Female","Midwest","West North Central","KS"
"1096",16,"Kansas.1976.Male",70.6934867055992,70.8666333516762,71.0329438793051,70.8690647104351,64.2021238006844,64.8834857611865,65.5781913120065,64.8739305697114,5.28557941176571,5.98530019524045,6.70467429995012,5.99513414072369,"Kansas",1976,"Male","Midwest","West North Central","KS"
"1097",17,"Kansas.1977.Female",78.7647470503784,78.9430447823758,79.1352094534475,78.9477861247153,71.5419211887613,72.1785416773572,72.7920944359211,72.1639031161676,6.14503363271672,6.78127561830132,7.40164482976877,6.78388300854763,"Kansas",1977,"Female","Midwest","West North Central","KS"
"1098",18,"Kansas.1977.Male",71.0332050764189,71.195616366258,71.3667127223735,71.1973537360507,64.3068908257058,65.0229859400202,65.7185681698551,65.026278125537,5.47646112989009,6.18374154118651,6.92497217636347,6.17107561051371,"Kansas",1977,"Male","Midwest","West North Central","KS"
"1099",19,"Kansas.1978.Female",78.8841883027662,79.0597577841719,79.2293337678326,79.0581351468066,71.9065274866517,72.5244092164966,73.1034973402625,72.526592457109,5.91246692712899,6.5343339673176,7.1779031332774,6.53154268969761,"Kansas",1978,"Female","Midwest","West North Central","KS"
"1100",20,"Kansas.1978.Male",71.3398761062546,71.5063709236055,71.6783420459551,71.5082039366444,64.5611396850994,65.2833991937136,65.9417227116385,65.2812056797664,5.52614992978378,6.21293062178045,6.98109008488833,6.22699825687807,"Kansas",1978,"Male","Midwest","West North Central","KS"
"1101",21,"Kansas.1979.Female",79.1308202873087,79.3068555757811,79.4914077875348,79.3069187205476,72.2170726920877,72.8669761892471,73.4898747760389,72.8558259907085,5.80033772267009,6.43852474447384,7.11642385702815,6.4510927298391,"Kansas",1979,"Female","Midwest","West North Central","KS"
"1102",22,"Kansas.1979.Male",71.5797463417207,71.7510061155685,71.9215718468987,71.749065751201,64.9102389220327,65.5804170162271,66.2294813622152,65.5862702540818,5.50794417806859,6.16169085837342,6.86920970566264,6.16279549711921,"Kansas",1979,"Male","Midwest","West North Central","KS"
"1103",23,"Kansas.1980.Female",79.2327055531021,79.3974699988565,79.5684629465053,79.3987266267244,72.4138485355326,73.0369699860116,73.6388788952957,73.0331524727165,5.76362637132258,6.37513326525825,7.01501663037941,6.36557415400789,"Kansas",1980,"Female","Midwest","West North Central","KS"
"1104",24,"Kansas.1980.Male",71.6809493710202,71.8489801654285,72.0181623484604,71.8474509489636,65.2518728963564,65.8718019290568,66.5024375887475,65.8611904689904,5.32412965183798,5.96799593518045,6.63656318821715,5.98626047997322,"Kansas",1980,"Male","Midwest","West North Central","KS"
"1105",25,"Kansas.1981.Female",79.4076676561664,79.5714844596806,79.7266259613365,79.5699897330334,72.6502262092412,73.2604488626254,73.8824933376699,73.2682417929952,5.68923903403894,6.29883002409682,6.92840112069248,6.3017479400382,"Kansas",1981,"Female","Midwest","West North Central","KS"
"1106",26,"Kansas.1981.Male",71.8966405830075,72.0571669240112,72.2206539596436,72.0572990759029,65.6571595601274,66.2548190546491,66.917142493219,66.2665010218914,5.13243763303133,5.80207612628443,6.42523030343153,5.79079805401151,"Kansas",1981,"Male","Midwest","West North Central","KS"
"1107",27,"Kansas.1982.Female",79.536300759426,79.7153397739496,79.8724468857798,79.711325129647,72.8445429572262,73.486945890777,74.0572465640214,73.4696920679357,5.634404375983,6.22235754151244,6.85776084733673,6.24163306171129,"Kansas",1982,"Female","Midwest","West North Central","KS"
"1108",28,"Kansas.1982.Male",72.0303485714949,72.193883105937,72.370425416022,72.1962466413287,66.0602867089563,66.6390715252368,67.2625585472191,66.6358051074573,4.90176481731822,5.56046312876033,6.16130245925254,5.56044153387135,"Kansas",1982,"Male","Midwest","West North Central","KS"
"1109",29,"Kansas.1983.Female",79.7295830262503,79.9076390773623,80.076955786871,79.906944053218,73.0548625876116,73.623990316976,74.2256528256384,73.6298814040768,5.63931228310188,6.28203303747921,6.91674700956141,6.27706264914124,"Kansas",1983,"Female","Midwest","West North Central","KS"
"1110",30,"Kansas.1983.Male",72.1734943999772,72.3244198110717,72.4814289885496,72.3250562551119,66.2824005931126,66.8642396329732,67.4587198498928,66.8688210003584,4.84258722025855,5.46335150991142,6.07383110423399,5.45623525475347,"Kansas",1983,"Male","Midwest","West North Central","KS"
"1111",31,"Kansas.1984.Female",79.6306307401253,79.8022143709115,79.9838899093264,79.806832834698,73.2421842574398,73.783420000823,74.3809142073124,73.790588551836,5.37480174425791,6.02889524980201,6.60006315655262,6.01624428286204,"Kansas",1984,"Female","Midwest","West North Central","KS"
"1112",32,"Kansas.1984.Male",72.3767332892424,72.5397560258869,72.6951437731448,72.5392935408154,66.4678224438035,67.0663281239831,67.6605254762506,67.0669101559258,4.86758838925214,5.46981207718207,6.09913279589987,5.47238338488959,"Kansas",1984,"Male","Midwest","West North Central","KS"
"1113",33,"Kansas.1985.Female",79.7555134923257,79.9089299972549,80.0763243248826,79.9087092496653,73.4414842857665,73.9748861052853,74.6013890309112,73.9864670893682,5.29156961743527,5.92316664626122,6.49911469442813,5.9222421602971,"Kansas",1985,"Female","Midwest","West North Central","KS"
"1114",34,"Kansas.1985.Male",72.6082640049071,72.768937306739,72.9338761919386,72.7710445312015,66.5611428049674,67.188849079073,67.8017638513746,67.1902564152851,4.95761923095991,5.57633861879845,6.22816793216921,5.58078811591647,"Kansas",1985,"Male","Midwest","West North Central","KS"
"1115",35,"Kansas.1986.Female",79.8232725357159,79.9888405508421,80.1564819204548,79.9887578376178,73.6253564236284,74.204609194075,74.7661668857666,74.2087907496226,5.178492252578,5.78802518851408,6.35410297574266,5.77996708799517,"Kansas",1986,"Female","Midwest","West North Central","KS"
"1116",36,"Kansas.1986.Male",72.8366027052822,73.0031157225765,73.1578218767975,73.0015680932241,66.588115523142,67.1957172673981,67.7533642385562,67.1878831237343,5.23121317298384,5.80325390107483,6.44458998744102,5.81368496948985,"Kansas",1986,"Male","Midwest","West North Central","KS"
"1117",37,"Kansas.1987.Female",79.9071993600905,80.0625696535648,80.2313030141643,80.0642013061623,73.859665322996,74.4239951887952,75.0429060207004,74.4379459745096,5.01773586561808,5.63465654916492,6.21328760404865,5.62625533165268,"Kansas",1987,"Female","Midwest","West North Central","KS"
"1118",38,"Kansas.1987.Male",73.0388806257568,73.2006251193732,73.3601171855772,73.2014009799106,66.5524462160699,67.192230911295,67.8135254559853,67.1849325239472,5.39141795351181,6.00955813708894,6.65790869931841,6.01646845596348,"Kansas",1987,"Male","Midwest","West North Central","KS"
"1119",39,"Kansas.1988.Female",79.8348564149423,79.9938915148957,80.153967432856,79.9946089413573,73.9691439029442,74.5005792948523,75.1009938642819,74.5066919644804,4.89125868357586,5.49538676603661,6.0688278844167,5.48791697687697,"Kansas",1988,"Female","Midwest","West North Central","KS"
"1120",40,"Kansas.1988.Male",73.1568018590457,73.3172704545058,73.4733622204544,73.3162767362557,66.6803926371074,67.2848314193221,67.8888268108908,67.2846551229165,5.38068898462967,6.03214410463718,6.65888916716444,6.03162161333928,"Kansas",1988,"Male","Midwest","West North Central","KS"
