"","state","sex","race","year.n","total_popn"
"5132","New Hampshire","Male","Black",1970,8640
"5133","New Hampshire","Male","Black",1971,9306
"5134","New Hampshire","Male","Black",1972,10002
"5135","New Hampshire","Male","Black",1973,10614
"5136","New Hampshire","Male","Black",1974,11100
"5137","New Hampshire","Male","Black",1975,11568
"5138","New Hampshire","Male","Black",1976,11844
"5139","New Hampshire","Male","Black",1977,12348
"5140","New Hampshire","Male","Black",1978,12990
"5141","New Hampshire","Male","Black",1979,13422
"5142","New Hampshire","Male","Black",1980,13986
"5143","New Hampshire","Male","Black",1981,15060
"5144","New Hampshire","Male","Black",1982,15924
"5145","New Hampshire","Male","Black",1983,16860
"5146","New Hampshire","Male","Black",1984,17922
"5147","New Hampshire","Male","Black",1985,19104
"5148","New Hampshire","Male","Black",1986,20322
"5149","New Hampshire","Male","Black",1987,21558
"5150","New Hampshire","Male","Black",1988,22716
"5151","New Hampshire","Male","Black",1989,23922
"5152","New Hampshire","Male","Black",1990,24606
"5153","New Hampshire","Male","Black",1991,22326
"5154","New Hampshire","Male","Black",1992,22908
"5155","New Hampshire","Male","Black",1993,23466
"5156","New Hampshire","Male","Black",1994,25974
"5157","New Hampshire","Male","Black",1995,26832
"5158","New Hampshire","Male","Black",1996,28920
"5159","New Hampshire","Male","Black",1997,30036
"5160","New Hampshire","Male","Black",1998,31530
"5161","New Hampshire","Male","Black",1999,34836
"5162","New Hampshire","Male","Black",2000,38514
"5163","New Hampshire","Male","Black",2001,42366
"5164","New Hampshire","Male","Black",2002,45588
"5165","New Hampshire","Male","Black",2003,48654
"5166","New Hampshire","Male","Black",2004,50940
"5167","New Hampshire","Male","Black",2005,53898
"5168","New Hampshire","Male","Black",2006,57426
"5169","New Hampshire","Male","Black",2007,59424
"5170","New Hampshire","Male","Black",2008,62112
"5171","New Hampshire","Male","Black",2009,64074
"5172","New Hampshire","Male","Black",2010,66690
"5173","New Hampshire","Male","Black",2011,69498
"5174","New Hampshire","Male","Black",2012,74466
"5175","New Hampshire","Male","Black",2013,77172
"5176","New Hampshire","Male","White",1969,2106474
"5177","New Hampshire","Male","White",1970,2164806
"5178","New Hampshire","Male","White",1971,2223138
"5179","New Hampshire","Male","White",1972,2280930
"5180","New Hampshire","Male","White",1973,2338746
"5181","New Hampshire","Male","White",1974,2380914
"5182","New Hampshire","Male","White",1975,2416074
"5183","New Hampshire","Male","White",1976,2462634
"5184","New Hampshire","Male","White",1977,2532432
"5185","New Hampshire","Male","White",1978,2593800
"5186","New Hampshire","Male","White",1979,2642670
"5187","New Hampshire","Male","White",1980,2676042
"5188","New Hampshire","Male","White",1981,2707344
"5189","New Hampshire","Male","White",1982,2737626
"5190","New Hampshire","Male","White",1983,2767932
"5191","New Hampshire","Male","White",1984,2822574
"5192","New Hampshire","Male","White",1985,2878680
"5193","New Hampshire","Male","White",1986,2962392
"5194","New Hampshire","Male","White",1987,3045858
"5195","New Hampshire","Male","White",1988,3128370
"5196","New Hampshire","Male","White",1989,3192858
"5197","New Hampshire","Male","White",1990,3212442
"5198","New Hampshire","Male","White",1991,3201060
"5199","New Hampshire","Male","White",1992,3224838
"5200","New Hampshire","Male","White",1993,3259068
"5201","New Hampshire","Male","White",1994,3296430
"5202","New Hampshire","Male","White",1995,3337878
"5203","New Hampshire","Male","White",1996,3383964
"5204","New Hampshire","Male","White",1997,3425802
"5205","New Hampshire","Male","White",1998,3468864
"5206","New Hampshire","Male","White",1999,3511428
"5207","New Hampshire","Male","White",2000,3556020
"5208","New Hampshire","Male","White",2001,3595488
"5209","New Hampshire","Male","White",2002,3630888
"5210","New Hampshire","Male","White",2003,3658218
"5211","New Hampshire","Male","White",2004,3681384
"5212","New Hampshire","Male","White",2005,3699288
"5213","New Hampshire","Male","White",2006,3722490
"5214","New Hampshire","Male","White",2007,3729054
"5215","New Hampshire","Male","White",2008,3733752
"5216","New Hampshire","Male","White",2009,3728574
"5217","New Hampshire","Male","White",2010,3725784
"5218","New Hampshire","Male","White",2011,3726942
"5219","New Hampshire","Male","White",2012,3726012
"5220","New Hampshire","Male","White",2013,3724512
"5221","New Jersey","Female","Black",1969,2380740
"5222","New Jersey","Female","Black",1970,2463036
"5223","New Jersey","Female","Black",1971,2544144
"5224","New Jersey","Female","Black",1972,2607234
"5225","New Jersey","Female","Black",1973,2653578
"5226","New Jersey","Female","Black",1974,2698446
"5227","New Jersey","Female","Black",1975,2751816
"5228","New Jersey","Female","Black",1976,2797332
"5229","New Jersey","Female","Black",1977,2835984
"5230","New Jersey","Female","Black",1978,2884584
"5231","New Jersey","Female","Black",1979,2935056
"5232","New Jersey","Female","Black",1980,3000786
"5233","New Jersey","Female","Black",1981,3030930
"5234","New Jersey","Female","Black",1982,3059190
"5235","New Jersey","Female","Black",1983,3095844
"5236","New Jersey","Female","Black",1984,3135162
"5237","New Jersey","Female","Black",1985,3176934
"5238","New Jersey","Female","Black",1986,3217476
"5239","New Jersey","Female","Black",1987,3262116
"5240","New Jersey","Female","Black",1988,3307818
"5241","New Jersey","Female","Black",1989,3343602
"5242","New Jersey","Female","Black",1990,3407640
"5243","New Jersey","Female","Black",1991,3466326
"5244","New Jersey","Female","Black",1992,3530526
"5245","New Jersey","Female","Black",1993,3586638
"5246","New Jersey","Female","Black",1994,3641562
"5247","New Jersey","Female","Black",1995,3689412
"5248","New Jersey","Female","Black",1996,3739716
"5249","New Jersey","Female","Black",1997,3793278
"5250","New Jersey","Female","Black",1998,3848892
"5251","New Jersey","Female","Black",1999,3894384
"5252","New Jersey","Female","Black",2000,3938784
"5253","New Jersey","Female","Black",2001,3981738
"5254","New Jersey","Female","Black",2002,4020090
"5255","New Jersey","Female","Black",2003,4057266
"5256","New Jersey","Female","Black",2004,4083960
"5257","New Jersey","Female","Black",2005,4099506
"5258","New Jersey","Female","Black",2006,4116630
"5259","New Jersey","Female","Black",2007,4135002
"5260","New Jersey","Female","Black",2008,4155792
"5261","New Jersey","Female","Black",2009,4198122
"5262","New Jersey","Female","Black",2010,4237986
"5263","New Jersey","Female","Black",2011,4267248
"5264","New Jersey","Female","Black",2012,4298376
"5265","New Jersey","Female","Black",2013,4332012
"5266","New Jersey","Female","White",1969,19529514
"5267","New Jersey","Female","White",1970,19707690
"5268","New Jersey","Female","White",1971,19885866
"5269","New Jersey","Female","White",1972,19978206
"5270","New Jersey","Female","White",1973,19932378
"5271","New Jersey","Female","White",1974,19890450
"5272","New Jersey","Female","White",1975,19859802
"5273","New Jersey","Female","White",1976,19805676
"5274","New Jersey","Female","White",1977,19758342
"5275","New Jersey","Female","White",1978,19750716
"5276","New Jersey","Female","White",1979,19730634
"5277","New Jersey","Female","White",1980,19652760
"5278","New Jersey","Female","White",1981,19658616
"5279","New Jersey","Female","White",1982,19640634
"5280","New Jersey","Female","White",1983,19666236
"5281","New Jersey","Female","White",1984,19705668
"5282","New Jersey","Female","White",1985,19751562
"5283","New Jersey","Female","White",1986,19812048
"5284","New Jersey","Female","White",1987,19845330
"5285","New Jersey","Female","White",1988,19851738
"5286","New Jersey","Female","White",1989,19780866
"5287","New Jersey","Female","White",1990,19754112
"5288","New Jersey","Female","White",1991,19789170
"5289","New Jersey","Female","White",1992,19842354
"5290","New Jersey","Female","White",1993,19916538
"5291","New Jersey","Female","White",1994,19982370
"5292","New Jersey","Female","White",1995,20057568
"5293","New Jersey","Female","White",1996,20131194
"5294","New Jersey","Female","White",1997,20198292
"5295","New Jersey","Female","White",1998,20260734
"5296","New Jersey","Female","White",1999,20350872
"5297","New Jersey","Female","White",2000,20440974
"5298","New Jersey","Female","White",2001,20472468
"5299","New Jersey","Female","White",2002,20500950
"5300","New Jersey","Female","White",2003,20507208
"5301","New Jersey","Female","White",2004,20481786
"5302","New Jersey","Female","White",2005,20414550
"5303","New Jersey","Female","White",2006,20340720
"5304","New Jersey","Female","White",2007,20276970
"5305","New Jersey","Female","White",2008,20254368
"5306","New Jersey","Female","White",2009,20263512
"5307","New Jersey","Female","White",2010,20285202
"5308","New Jersey","Female","White",2011,20273556
"5309","New Jersey","Female","White",2012,20252538
"5310","New Jersey","Female","White",2013,20232630
"5311","New Jersey","Male","Black",1969,2133690
"5312","New Jersey","Male","Black",1970,2204700
"5313","New Jersey","Male","Black",1971,2274462
"5314","New Jersey","Male","Black",1972,2328600
"5315","New Jersey","Male","Black",1973,2362284
"5316","New Jersey","Male","Black",1974,2393628
"5317","New Jersey","Male","Black",1975,2433588
"5318","New Jersey","Male","Black",1976,2469318
"5319","New Jersey","Male","Black",1977,2492604
"5320","New Jersey","Male","Black",1978,2522610
"5321","New Jersey","Male","Black",1979,2561520
"5322","New Jersey","Male","Black",1980,2619714
"5323","New Jersey","Male","Black",1981,2653992
"5324","New Jersey","Male","Black",1982,2687826
"5325","New Jersey","Male","Black",1983,2726430
"5326","New Jersey","Male","Black",1984,2770836
"5327","New Jersey","Male","Black",1985,2817774
"5328","New Jersey","Male","Black",1986,2864952
"5329","New Jersey","Male","Black",1987,2914134
"5330","New Jersey","Male","Black",1988,2964468
"5331","New Jersey","Male","Black",1989,3006306
"5332","New Jersey","Male","Black",1990,3074520
"5333","New Jersey","Male","Black",1991,3127092
"5334","New Jersey","Male","Black",1992,3190098
"5335","New Jersey","Male","Black",1993,3240282
"5336","New Jersey","Male","Black",1994,3288738
"5337","New Jersey","Male","Black",1995,3331542
"5338","New Jersey","Male","Black",1996,3369630
"5339","New Jersey","Male","Black",1997,3410022
"5340","New Jersey","Male","Black",1998,3454056
"5341","New Jersey","Male","Black",1999,3493068
"5342","New Jersey","Male","Black",2000,3528732
"5343","New Jersey","Male","Black",2001,3561906
"5344","New Jersey","Male","Black",2002,3592848
"5345","New Jersey","Male","Black",2003,3620340
"5346","New Jersey","Male","Black",2004,3645468
"5347","New Jersey","Male","Black",2005,3662136
"5348","New Jersey","Male","Black",2006,3675288
"5349","New Jersey","Male","Black",2007,3691002
"5350","New Jersey","Male","Black",2008,3714384
"5351","New Jersey","Male","Black",2009,3743070
"5352","New Jersey","Male","Black",2010,3779304
"5353","New Jersey","Male","Black",2011,3814278
"5354","New Jersey","Male","Black",2012,3848076
"5355","New Jersey","Male","Black",2013,3887742
"5356","New Jersey","Male","White",1969,18407838
"5357","New Jersey","Male","White",1970,18571644
"5358","New Jersey","Male","White",1971,18735450
"5359","New Jersey","Male","White",1972,18811212
"5360","New Jersey","Male","White",1973,18726768
"5361","New Jersey","Male","White",1974,18648102
"5362","New Jersey","Male","White",1975,18573996
"5363","New Jersey","Male","White",1976,18513930
"5364","New Jersey","Male","White",1977,18434658
"5365","New Jersey","Male","White",1978,18393690
"5366","New Jersey","Male","White",1979,18363804
"5367","New Jersey","Male","White",1980,18264642
"5368","New Jersey","Male","White",1981,18275412
"5369","New Jersey","Male","White",1982,18272850
"5370","New Jersey","Male","White",1983,18297120
"5371","New Jersey","Male","White",1984,18357732
"5372","New Jersey","Male","White",1985,18419334
"5373","New Jersey","Male","White",1986,18502716
"5374","New Jersey","Male","White",1987,18559470
"5375","New Jersey","Male","White",1988,18594600
"5376","New Jersey","Male","White",1989,18558432
"5377","New Jersey","Male","White",1990,18562896
"5378","New Jersey","Male","White",1991,18603552
"5379","New Jersey","Male","White",1992,18680838
"5380","New Jersey","Male","White",1993,18764826
"5381","New Jersey","Male","White",1994,18855138
"5382","New Jersey","Male","White",1995,18962814
"5383","New Jersey","Male","White",1996,19047870
"5384","New Jersey","Male","White",1997,19134030
"5385","New Jersey","Male","White",1998,19223712
"5386","New Jersey","Male","White",1999,19304274
"5387","New Jersey","Male","White",2000,19379718
"5388","New Jersey","Male","White",2001,19440234
"5389","New Jersey","Male","White",2002,19501518
"5390","New Jersey","Male","White",2003,19540974
"5391","New Jersey","Male","White",2004,19542432
"5392","New Jersey","Male","White",2005,19509960
"5393","New Jersey","Male","White",2006,19457136
"5394","New Jersey","Male","White",2007,19414542
"5395","New Jersey","Male","White",2008,19415880
"5396","New Jersey","Male","White",2009,19432416
"5397","New Jersey","Male","White",2010,19461258
"5398","New Jersey","Male","White",2011,19484466
"5399","New Jersey","Male","White",2012,19487136
"5400","New Jersey","Male","White",2013,19493208
"5401","New Mexico","Female","Black",1969,57258
"5402","New Mexico","Female","Black",1970,58872
"5403","New Mexico","Female","Black",1971,60456
"5404","New Mexico","Female","Black",1972,61260
"5405","New Mexico","Female","Black",1973,62232
"5406","New Mexico","Female","Black",1974,63384
"5407","New Mexico","Female","Black",1975,64884
"5408","New Mexico","Female","Black",1976,65502
"5409","New Mexico","Female","Black",1977,66552
"5410","New Mexico","Female","Black",1978,67530
"5411","New Mexico","Female","Black",1979,68436
"5412","New Mexico","Female","Black",1980,70806
"5413","New Mexico","Female","Black",1981,73416
"5414","New Mexico","Female","Black",1982,75984
"5415","New Mexico","Female","Black",1983,78918
"5416","New Mexico","Female","Black",1984,80550
"5417","New Mexico","Female","Black",1985,82590
"5418","New Mexico","Female","Black",1986,84510
"5419","New Mexico","Female","Black",1987,85878
"5420","New Mexico","Female","Black",1988,87462
"5421","New Mexico","Female","Black",1989,89400
"5422","New Mexico","Female","Black",1990,90018
"5423","New Mexico","Female","Black",1991,94932
"5424","New Mexico","Female","Black",1992,101268
"5425","New Mexico","Female","Black",1993,106422
"5426","New Mexico","Female","Black",1994,110868
"5427","New Mexico","Female","Black",1995,114546
"5428","New Mexico","Female","Black",1996,117510
"5429","New Mexico","Female","Black",1997,119586
"5430","New Mexico","Female","Black",1998,118764
"5431","New Mexico","Female","Black",1999,120348
"5432","New Mexico","Female","Black",2000,122190
"5433","New Mexico","Female","Black",2001,125574
"5434","New Mexico","Female","Black",2002,129402
"5435","New Mexico","Female","Black",2003,132822
"5436","New Mexico","Female","Black",2004,137148
"5437","New Mexico","Female","Black",2005,140610
"5438","New Mexico","Female","Black",2006,144924
"5439","New Mexico","Female","Black",2007,149502
"5440","New Mexico","Female","Black",2008,152298
"5441","New Mexico","Female","Black",2009,156834
"5442","New Mexico","Female","Black",2010,162318
"5443","New Mexico","Female","Black",2011,165966
"5444","New Mexico","Female","Black",2012,168198
"5445","New Mexico","Female","Black",2013,170748
"5446","New Mexico","Female","White",1969,2739720
"5447","New Mexico","Female","White",1970,2815614
"5448","New Mexico","Female","White",1971,2891508
"5449","New Mexico","Female","White",1972,2952828
"5450","New Mexico","Female","White",1973,3020844
"5451","New Mexico","Female","White",1974,3090636
"5452","New Mexico","Female","White",1975,3178398
"5453","New Mexico","Female","White",1976,3260316
"5454","New Mexico","Female","White",1977,3338454
"5455","New Mexico","Female","White",1978,3408072
"5456","New Mexico","Female","White",1979,3480396
"5457","New Mexico","Female","White",1980,3550164
"5458","New Mexico","Female","White",1981,3609210
"5459","New Mexico","Female","White",1982,3687888
"5460","New Mexico","Female","White",1983,3767646
"5461","New Mexico","Female","White",1984,3822288
"5462","New Mexico","Female","White",1985,3871698
"5463","New Mexico","Female","White",1986,3931074
"5464","New Mexico","Female","White",1987,3967806
"5465","New Mexico","Female","White",1988,3996948
"5466","New Mexico","Female","White",1989,4027704
"5467","New Mexico","Female","White",1990,4069902
"5468","New Mexico","Female","White",1991,4145934
"5469","New Mexico","Female","White",1992,4242624
"5470","New Mexico","Female","White",1993,4347216
"5471","New Mexico","Female","White",1994,4464492
"5472","New Mexico","Female","White",1995,4562388
"5473","New Mexico","Female","White",1996,4641720
"5474","New Mexico","Female","White",1997,4698516
"5475","New Mexico","Female","White",1998,4732596
"5476","New Mexico","Female","White",1999,4761510
"5477","New Mexico","Female","White",2000,4776768
"5478","New Mexico","Female","White",2001,4788540
"5479","New Mexico","Female","White",2002,4837950
"5480","New Mexico","Female","White",2003,4883214
"5481","New Mexico","Female","White",2004,4938912
"5482","New Mexico","Female","White",2005,5005062
"5483","New Mexico","Female","White",2006,5080386
"5484","New Mexico","Female","White",2007,5143146
"5485","New Mexico","Female","White",2008,5186940
"5486","New Mexico","Female","White",2009,5240886
"5487","New Mexico","Female","White",2010,5299800
"5488","New Mexico","Female","White",2011,5319420
"5489","New Mexico","Female","White",2012,5318976
"5490","New Mexico","Female","White",2013,5311308
"5491","New Mexico","Male","Black",1969,57174
"5492","New Mexico","Male","Black",1970,59478
"5493","New Mexico","Male","Black",1971,61776
"5494","New Mexico","Male","Black",1972,63444
"5495","New Mexico","Male","Black",1973,65082
"5496","New Mexico","Male","Black",1974,66660
"5497","New Mexico","Male","Black",1975,68508
"5498","New Mexico","Male","Black",1976,69612
"5499","New Mexico","Male","Black",1977,71436
"5500","New Mexico","Male","Black",1978,73158
"5501","New Mexico","Male","Black",1979,74436
"5502","New Mexico","Male","Black",1980,77340
"5503","New Mexico","Male","Black",1981,80136
"5504","New Mexico","Male","Black",1982,83094
"5505","New Mexico","Male","Black",1983,86352
"5506","New Mexico","Male","Black",1984,88404
"5507","New Mexico","Male","Black",1985,90630
"5508","New Mexico","Male","Black",1986,93000
"5509","New Mexico","Male","Black",1987,94722
"5510","New Mexico","Male","Black",1988,96342
"5511","New Mexico","Male","Black",1989,98244
"5512","New Mexico","Male","Black",1990,99204
"5513","New Mexico","Male","Black",1991,105564
"5514","New Mexico","Male","Black",1992,111558
"5515","New Mexico","Male","Black",1993,115404
"5516","New Mexico","Male","Black",1994,118608
"5517","New Mexico","Male","Black",1995,121818
"5518","New Mexico","Male","Black",1996,126228
"5519","New Mexico","Male","Black",1997,130206
"5520","New Mexico","Male","Black",1998,131130
"5521","New Mexico","Male","Black",1999,132198
"5522","New Mexico","Male","Black",2000,134460
"5523","New Mexico","Male","Black",2001,138786
"5524","New Mexico","Male","Black",2002,144840
"5525","New Mexico","Male","Black",2003,148770
"5526","New Mexico","Male","Black",2004,154332
"5527","New Mexico","Male","Black",2005,159630
"5528","New Mexico","Male","Black",2006,165570
"5529","New Mexico","Male","Black",2007,170634
"5530","New Mexico","Male","Black",2008,173748
"5531","New Mexico","Male","Black",2009,180822
"5532","New Mexico","Male","Black",2010,188022
"5533","New Mexico","Male","Black",2011,192564
"5534","New Mexico","Male","Black",2012,196272
"5535","New Mexico","Male","Black",2013,200556
"5536","New Mexico","Male","White",1969,2667258
"5537","New Mexico","Male","White",1970,2746776
"5538","New Mexico","Male","White",1971,2826294
"5539","New Mexico","Male","White",1972,2891466
"5540","New Mexico","Male","White",1973,2959128
"5541","New Mexico","Male","White",1974,3023478
"5542","New Mexico","Male","White",1975,3104160
"5543","New Mexico","Male","White",1976,3183654
"5544","New Mexico","Male","White",1977,3261654
"5545","New Mexico","Male","White",1978,3327090
"5546","New Mexico","Male","White",1979,3396084
"5547","New Mexico","Male","White",1980,3460800
"5548","New Mexico","Male","White",1981,3513750
"5549","New Mexico","Male","White",1982,3590934
"5550","New Mexico","Male","White",1983,3669594
"5551","New Mexico","Male","White",1984,3721902
"5552","New Mexico","Male","White",1985,3768816
"5553","New Mexico","Male","White",1986,3826134
"5554","New Mexico","Male","White",1987,3859656
"5555","New Mexico","Male","White",1988,3884196
"5556","New Mexico","Male","White",1989,3911106
"5557","New Mexico","Male","White",1990,3951996
"5558","New Mexico","Male","White",1991,4030878
"5559","New Mexico","Male","White",1992,4126140
"5560","New Mexico","Male","White",1993,4228368
"5561","New Mexico","Male","White",1994,4346592
"5562","New Mexico","Male","White",1995,4446204
"5563","New Mexico","Male","White",1996,4518456
"5564","New Mexico","Male","White",1997,4565430
"5565","New Mexico","Male","White",1998,4596732
"5566","New Mexico","Male","White",1999,4619016
"5567","New Mexico","Male","White",2000,4630704
"5568","New Mexico","Male","White",2001,4646178
"5569","New Mexico","Male","White",2002,4698702
"5570","New Mexico","Male","White",2003,4750536
"5571","New Mexico","Male","White",2004,4814148
"5572","New Mexico","Male","White",2005,4883730
"5573","New Mexico","Male","White",2006,4951848
"5574","New Mexico","Male","White",2007,5017710
"5575","New Mexico","Male","White",2008,5057802
"5576","New Mexico","Male","White",2009,5113908
"5577","New Mexico","Male","White",2010,5182356
"5578","New Mexico","Male","White",2011,5209440
"5579","New Mexico","Male","White",2012,5220642
"5580","New Mexico","Male","White",2013,5216364
"5581","New York","Female","Black",1969,6886734
"5582","New York","Female","Black",1970,7042164
"5583","New York","Female","Black",1971,7195968
"5584","New York","Female","Black",1972,7302654
"5585","New York","Female","Black",1973,7351878
"5586","New York","Female","Black",1974,7441170
"5587","New York","Female","Black",1975,7553022
"5588","New York","Female","Black",1976,7676478
"5589","New York","Female","Black",1977,7755282
"5590","New York","Female","Black",1978,7823844
"5591","New York","Female","Black",1979,7939944
"5592","New York","Female","Black",1980,8173188
"5593","New York","Female","Black",1981,8319036
"5594","New York","Female","Black",1982,8479788
"5595","New York","Female","Black",1983,8688882
"5596","New York","Female","Black",1984,8874150
"5597","New York","Female","Black",1985,9047046
"5598","New York","Female","Black",1986,9224808
"5599","New York","Female","Black",1987,9405804
"5600","New York","Female","Black",1988,9597378
"5601","New York","Female","Black",1989,9762240
"5602","New York","Female","Black",1990,9905118
"5603","New York","Female","Black",1991,10035366
"5604","New York","Female","Black",1992,10166028
"5605","New York","Female","Black",1993,10315470
"5606","New York","Female","Black",1994,10454928
"5607","New York","Female","Black",1995,10580232
"5608","New York","Female","Black",1996,10682514
"5609","New York","Female","Black",1997,10789674
"5610","New York","Female","Black",1998,10903356
"5611","New York","Female","Black",1999,11014152
"5612","New York","Female","Black",2000,11124102
"5613","New York","Female","Black",2001,11163306
"5614","New York","Female","Black",2002,11190402
"5615","New York","Female","Black",2003,11198424
"5616","New York","Female","Black",2004,11180508
"5617","New York","Female","Black",2005,11147280
"5618","New York","Female","Black",2006,11132730
"5619","New York","Female","Black",2007,11131800
"5620","New York","Female","Black",2008,11181342
"5621","New York","Female","Black",2009,11263926
"5622","New York","Female","Black",2010,11363382
"5623","New York","Female","Black",2011,11461362
"5624","New York","Female","Black",2012,11521164
"5625","New York","Female","Black",2013,11609532
"5626","New York","Female","White",1969,49558794
"5627","New York","Female","White",1970,49630890
"5628","New York","Female","White",1971,49702986
"5629","New York","Female","White",1972,49483806
"5630","New York","Female","White",1973,48922896
"5631","New York","Female","White",1974,48455994
"5632","New York","Female","White",1975,48216804
"5633","New York","Female","White",1976,47882094
"5634","New York","Female","White",1977,47419140
"5635","New York","Female","White",1978,46934964
"5636","New York","Female","White",1979,46522608
"5637","New York","Female","White",1980,46024542
"5638","New York","Female","White",1981,45747174
"5639","New York","Female","White",1982,45514818
"5640","New York","Female","White",1983,45448230
"5641","New York","Female","White",1984,45287652
"5642","New York","Female","White",1985,45087048
"5643","New York","Female","White",1986,44869218
"5644","New York","Female","White",1987,44626980
"5645","New York","Female","White",1988,44463096
"5646","New York","Female","White",1989,44233776
"5647","New York","Female","White",1990,44028450
"5648","New York","Female","White",1991,44007168
"5649","New York","Female","White",1992,44050710
"5650","New York","Female","White",1993,44101692
"5651","New York","Female","White",1994,44063304
"5652","New York","Female","White",1995,43970808
"5653","New York","Female","White",1996,43881660
"5654","New York","Female","White",1997,43805004
"5655","New York","Female","White",1998,43770900
"5656","New York","Female","White",1999,43912188
"5657","New York","Female","White",2000,44023368
"5658","New York","Female","White",2001,44030586
"5659","New York","Female","White",2002,43983888
"5660","New York","Female","White",2003,43909890
"5661","New York","Female","White",2004,43759038
"5662","New York","Female","White",2005,43488984
"5663","New York","Female","White",2006,43255920
"5664","New York","Female","White",2007,43151538
"5665","New York","Female","White",2008,43140756
"5666","New York","Female","White",2009,43163760
"5667","New York","Female","White",2010,43160520
"5668","New York","Female","White",2011,43238466
"5669","New York","Female","White",2012,43227498
"5670","New York","Female","White",2013,43230390
"5671","New York","Male","Black",1969,5917572
"5672","New York","Male","Black",1970,6050256
"5673","New York","Male","Black",1971,6181356
"5674","New York","Male","Black",1972,6273978
"5675","New York","Male","Black",1973,6303984
"5676","New York","Male","Black",1974,6358248
"5677","New York","Male","Black",1975,6434616
"5678","New York","Male","Black",1976,6515610
"5679","New York","Male","Black",1977,6549642
"5680","New York","Male","Black",1978,6579534
"5681","New York","Male","Black",1979,6652476
"5682","New York","Male","Black",1980,6858180
"5683","New York","Male","Black",1981,6997842
"5684","New York","Male","Black",1982,7151508
"5685","New York","Male","Black",1983,7351182
"5686","New York","Male","Black",1984,7529358
"5687","New York","Male","Black",1985,7701444
"5688","New York","Male","Black",1986,7876434
"5689","New York","Male","Black",1987,8053560
"5690","New York","Male","Black",1988,8244156
"5691","New York","Male","Black",1989,8410488
"5692","New York","Male","Black",1990,8548218
"5693","New York","Male","Black",1991,8659080
"5694","New York","Male","Black",1992,8788542
"5695","New York","Male","Black",1993,8922420
"5696","New York","Male","Black",1994,9034044
"5697","New York","Male","Black",1995,9124902
"5698","New York","Male","Black",1996,9202830
"5699","New York","Male","Black",1997,9280986
"5700","New York","Male","Black",1998,9367284
"5701","New York","Male","Black",1999,9450456
"5702","New York","Male","Black",2000,9536670
"5703","New York","Male","Black",2001,9582642
"5704","New York","Male","Black",2002,9613098
"5705","New York","Male","Black",2003,9627618
"5706","New York","Male","Black",2004,9604968
"5707","New York","Male","Black",2005,9598806
"5708","New York","Male","Black",2006,9590622
"5709","New York","Male","Black",2007,9609012
"5710","New York","Male","Black",2008,9661860
"5711","New York","Male","Black",2009,9728580
"5712","New York","Male","Black",2010,9823158
"5713","New York","Male","Black",2011,9927138
"5714","New York","Male","Black",2012,10012770
"5715","New York","Male","Black",2013,10119750
"5716","New York","Male","White",1969,45652698
"5717","New York","Male","White",1970,45782208
"5718","New York","Male","White",1971,45911718
"5719","New York","Male","White",1972,45747888
"5720","New York","Male","White",1973,45192162
"5721","New York","Male","White",1974,44678916
"5722","New York","Male","White",1975,44374056
"5723","New York","Male","White",1976,44042736
"5724","New York","Male","White",1977,43543044
"5725","New York","Male","White",1978,43030878
"5726","New York","Male","White",1979,42606438
"5727","New York","Male","White",1980,42100056
"5728","New York","Male","White",1981,41864004
"5729","New York","Male","White",1982,41680830
"5730","New York","Male","White",1983,41689110
"5731","New York","Male","White",1984,41592900
"5732","New York","Male","White",1985,41482422
"5733","New York","Male","White",1986,41347428
"5734","New York","Male","White",1987,41198646
"5735","New York","Male","White",1988,41157324
"5736","New York","Male","White",1989,41042676
"5737","New York","Male","White",1990,40931034
"5738","New York","Male","White",1991,41004750
"5739","New York","Male","White",1992,41132334
"5740","New York","Male","White",1993,41276532
"5741","New York","Male","White",1994,41310996
"5742","New York","Male","White",1995,41307804
"5743","New York","Male","White",1996,41290302
"5744","New York","Male","White",1997,41285268
"5745","New York","Male","White",1998,41400462
"5746","New York","Male","White",1999,41502390
"5747","New York","Male","White",2000,41575776
"5748","New York","Male","White",2001,41657814
"5749","New York","Male","White",2002,41673672
"5750","New York","Male","White",2003,41670942
"5751","New York","Male","White",2004,41577708
"5752","New York","Male","White",2005,41391354
"5753","New York","Male","White",2006,41208396
"5754","New York","Male","White",2007,41158206
"5755","New York","Male","White",2008,41205960
"5756","New York","Male","White",2009,41269668
"5757","New York","Male","White",2010,41335332
"5758","New York","Male","White",2011,41470788
"5759","New York","Male","White",2012,41547498
"5760","New York","Male","White",2013,41568906
"5761","North Carolina","Female","Black",1969,3468768
"5762","North Carolina","Female","Black",1970,3528804
"5763","North Carolina","Female","Black",1971,3588528
"5764","North Carolina","Female","Black",1972,3656538
"5765","North Carolina","Female","Black",1973,3724296
"5766","North Carolina","Female","Black",1974,3774522
"5767","North Carolina","Female","Black",1975,3837522
"5768","North Carolina","Female","Black",1976,3888378
"5769","North Carolina","Female","Black",1977,3953472
"5770","North Carolina","Female","Black",1978,4008570
"5771","North Carolina","Female","Black",1979,4061178
"5772","North Carolina","Female","Black",1980,4162734
"5773","North Carolina","Female","Black",1981,4200168
"5774","North Carolina","Female","Black",1982,4240344
"5775","North Carolina","Female","Black",1983,4272678
"5776","North Carolina","Female","Black",1984,4322190
"5777","North Carolina","Female","Black",1985,4373538
"5778","North Carolina","Female","Black",1986,4417272
